COMPANY,STREET,CITY,STATE,PHONE,EMAIL,WEBSITE,TITLE1,NAME1,EMAIL1
Prime Site Brokers,8580 Cedar Pl Dr,Indianapolis,IN,(317) 616-4042,,www.primesitebrokers.com,Principal,Clint Fultz,
Priority Real Estate,1004 Hawk Ave,Sacramento,CA,(949) 900-3800,,www.priorityrealestate.com,Owner,Ed Gills,
Priority Realty LLC,2840 Library Rd Ste 2,Pittsburgh,PA,(412) 819-0777,,www.priorityrealty.net,Owner,Robert Moncavage,
"Private Valuations, Inc.",1800 112th Ave NE Ste 302,Bellevue,WA,"(425) 688-1700, ext. 115",,www.privatevaluations.com,VP,Elena Lee,
Pro Realty Inc.,1110 38th Ave Ste 1,Greeley,CO,(970) 353-1117,,www.prorealtyhomes.com,Owner,Mike Ranstack,
Professional 1 Realty Professionals,619 Hwy 71 NE,Willmar,MN,(320) 231-7761,,www.pro1realtyprofessionals.com,Owner,Jean Lindemann,
Professional Calc Inc.,20 Woodgreen Ln,Roslyn Heights,NY,(516) 484-8080,,www.procalc.com,Owner,Alan Bushell,
Professional Partners,9870 Research Dr,Irvine,CA,(949) 788-1800,,www.proppi.com,Pres,Arthur Cooper,
Professional Real Estate Services,11205 S Western Ave,Los Angeles,CA,(323) 777-2407,,www.bob-cheryl.com,Owner,Clarence McDuffie,
Project Approval Services,14843 Eden Mills Pl,San Diego,CA,(858) 277-1701,,www.projectapprovalservices.com,Owner,Diana Chevalier,
Project One Integrated Services LLC,9785 Maroon Cir Ste 380,Englewood,CO,(303) 771-0398,,www.projectoneis.com,Owner,Mike Palumbo,
Project Surveillance Inc.,9822 Whithorn Dr Ste A,Houston,TX,(281) 298-7388,,www.projectsurveillance.com,Pres,Judy Cunningham,
Promesa,9415 Mcneil Dr,Austin,TX,(512) 341-2222,,www.promesaliving.com,Mgr,Amy Evans,
Promiseland Real Estate,6207 Scottys Ln,Franklin,TX,(979) 828-1121,,www.promiselandrealty.com,Owner,Reagan Magee,
Property Deals,10601-G Gierra Santa Ste 227,San Diego,CA,(858) 774-9266,,www.propertydealsusa.com,Owner,Matthew Makarem,
Property Management Associates Inc.,1600 Prince St Ste 109,Alexandria,VA,(703) 549-3370,,www.property-managers.com,Owner,Alice Fitzgerald,
Property Management Entps,101 Dyer Ln,Melrose,NY,(239) 963-6343,,www.pmenaples.com,Owner,Roy Dyer,
Property Managers Ltd.,1311 Kapiolani Blvd Ste 308,Honolulu,HI,(808) 859-2511,,www.honolulupropertymanagement.com,Pres,P. J. Moore,
Property Services Inc.,1499 Bayshore Hwy Ste 126,Burlingame,CA,(650) 652-7979,,www.tasto.com,Owner,Jennifer Tasto,
Property Tax Lending LLP,17950 Preston Rd Ste 650,Dallas,TX,(972) 248-9920,,www.propertytaxlending.com,Owner,Tom Irons,
Property.Net Inc.,4226 28th St Ste 5A,Long Island City,NY,(919) 274-2292,,www.propertynetrealty.com,Owner,Giancarlo Giuseppe,
Prospec Environmental Inc.,1380 Lead Hill Blvd,Roseville,CA,(530) 979-0219,,www.prospec1.com,CEO,Tim Murphy,
Protea Group International,23975 Park Sorrento Ste 365,Calabasas,CA,(818) 225-8323,,www.protea-group.com,Owner,Paloma Felisberto,
Protech Home Inspections Inc.,47 W Main St,Webster,NY,,,www.protechhomeinspections.net,Owner,Bill Richards,
Protection Plus Home Inspections,4550 Johnny Cake Rdg Rd,Eagan,MN,(651) 365-8687,,www.proplushomes.com,Owner,Scott Scheuer,
Providence Mockingbird Tower,1863 W Mockingbird Ln,Dallas,TX,(214) 683-8100,,www.providencemockingbird-apts.com,Mgr,Shenna Jackson,
Providence Properties,28875 Perdido Beach Blvd,Orange Beach,AL,(251) 980-6055,,www.providencepropertiesvacation.com,Owner,Joshua Fannin,
Providian Real Estate Management,2102 Greenwood Pl SW,Huntsville,AL,(256) 382-0714,,www.servicemasterprofessional.com,Owner,Charles Williams,
Prudential Norcal Realty,5120 Manzanita Ave Ste 120,Carmichael,CA,(916) 487-4287,,www.diezandleis.com,Partner,Ron Leis,
Prudential Preferred Real Estate,1569 S Pearl St,Denver,CO,(303) 346-4869,,www.prudentialpreferreddenver.com,Mgr,Don Bobeda,
Pruitt Property Inspection Inc.,2164 Is Dr,Lexington,KY,(859) 268-1959,,www.pruittinspect.com,Owner,Stephen Pruitt,
Public Private Ventures Inc.,35 N Arroyo Pkwy Ste 220,Pasadena,CA,(626) 795-0919,,www.publicprivateventures.net,Mgr,Linda Calla,
Pugatch Realty Corp.,950 Broadway,Woodmere,NY,(516) 295-3000,,www.pugatch.com,,,
Purchase Area Cremation Services,311 N 4th St,Murray,KY,,,www.imesmiller.com,Owner,Kenny Imes,
Purdy Homes,1241 Carlsbad Vlg Dr Ste A,Carlsbad,CA,(760) 729-9600,,www.purdyhomes.com,Partner,Bill Purdy,
Purser Industrial Properties,525 N Tryon St Ste 1600,Charlotte,NC,(704) 333-3657,,www.purserindustrial.com,Owner,Adam Purser,
Purtell & Associates,543 Keisler Dr,Cary,NC,(919) 985-9334,,www.purtellassociates.com,Owner,Jane Allen Purtell,
Pyramid Property Management,7360 N Gilroy Ave,Fresno,CA,(559) 271-7950,,www.pyramidpropertiesinc.com,Mgr,Erika Sinor,
Pyramid Real Estate & Management Co.,20 Summer St Ste 3-1,Stamford,CT,(203) 348-8566,,www.pyramidregroup.com,Pres,Michael Gray,
Pyramis Co. Inc.,8600 Wurzbach Rd Ste 1201,San Antonio,TX,(210) 593-9807,,www.pyramiscompany.com,Owner,Craig Acord,
Qpm Quality Property Management LLC,5225 Canyon Crest Ste 71,Riverside,CA,(916) 470-3100,,www.qpmsac.com,Owner,Steve Quintero,
Quality Commercial Real Estate Services,700 N St Marys St Ste 1400,San Antonio,TX,(210) 394-3066,,www.qcres.com,Owner,Darlene Miller,
"Quality Home Management, LLC",77 Brower Rd,Rochester,NY,(785) 320-2700,,www.quality-home-management.net,Chm,David Boncaro,
Quality Property Management LLC,265 W Washington St,Athens,GA,(229) 758-8832,,www.qps-buys-sells.com,Owner,Gerry Grimsley,
Quantum Company,8500 Meadow Lark Ln,Bethesda,MD,(301) 657-9900,,www.quantumco.net,Pres,Fred Wine,
Quantum Realtors,3262 E Thousand Oaks Blvd Ste 21,Thousand Oaks,CA,(805) 497-2622,,www.qrealtorswlv.com,VP-Mktg,Craig Boyer,
Quechee Associates Inc.,1732 Quechee Main St,Quechee,VT,(802) 295-1999,,www.quecheeassociates.com,Mgr,Elizabeth Bradley,
Queen Anne's Garden,845 Applegate Rd,Atwater,CA,,,www.queenannesgardennursery.com,Owner,Janis Grubb,
Quest Management Services Inc.,4455 Brookfield Cor Dr Ste 100,Chantilly,VA,(630) 627-7708,,www.questfms.com,Owner,John Brown,
Quest Relocation Group,811 W 7th St Ste 350,Los Angeles,CA,(213) 236-0110,,www.questrelocation.com,Owner,Barbara Blake,
Quick & Co Commercial Realty Inc.,606 W 12th St,Austin,TX,(512) 435-6550,,www.quickco.com,Owner,Jerry Quick,
Quick Sale Realty,1837 N Dixie Hwy,Pompano Beach,FL,(954) 783-8703,,www.gittensquicksalerealty.com,Owner,Abner Clervo,
Quincy Kaneshiro Realtors,6650 Hawaii Kai Dr Ste 216,Honolulu,HI,(808) 839-8211,,www.quincykaneshiro.com,Owner,Quincy H. Kaneshiro,
Quincy Real Estate & Property,90 Church St,Quincy,CA,(530) 283-9657,,www.quincyrealestateonline.com,Owner,Jan Cooke,
"R-Appraisal Co., Inc.",8070 Marsh Creek Alcove,Woodbury,MN,(651) 731-3668,,www.rappraisal.com,Owner,Laurie Rhodes,
R.J. Greeley Company LLC,1 Federal St,Springfield,MA,(413) 734-7923,,www.rjgco.com,Pres,Bob Greeley,
"R.P. Fox & Associates, Inc.",1110 Pleasant St,Oak Park,IL,(708) 848-9550,,www.rpfox.com,Controller,Joyce Seremek,
R1v Rentals By A & P,14080 Interstate 10 E,Converse,TX,(210) 667-1838,,www.anprvrentals.com,Owner,Patty Mines,
RAL Associates,4056 N Milwaukee Ave,Chicago,IL,(870) 622-1427,,www.ralassociates.com,Principal,Saul Waimberk,
RC Global Financial,207 S El Camino Real Ste C,San Clemente,CA,,,www.877rcglobal.com,Owner,Bob Cenzer,
RCG Appraisal Services,311 N College St,Auburn,AL,(334) 821-8442,,www.rcgappraisal.com,Owner,Cade Gentry,
RE/MAX Allegiance,5100 Leesburg Pike Ste 302,Alexandria,VA,(703) 824-4800,,www.myallegiancehome.com,Owner & Pres,Judy Austin,judy.austin@rmxtalk.com
"RE/MAX Sails, LLC",3500 Boston St Ste 122,Baltimore,MD,(410) 814-2408,chris@chriscooketeam.com,www.chriscooketeam.com,Owner,Chris  Cooke,chris@chriscooketeam.com
"REDUS FL Properties, LLC",14666 Aeries Way Dr,Fort Myers,FL,(239) 768-1880,,,,,
"REI Capital Investments, LLC",216 31st Ave,Seattle,WA,(360) 850-1252,,www.reicapitalusa.com,Mng Partner,Chris Odegard,
REM Appraisals Inc.,145 Tremper St,Holbrook,NY,(815) 277-7045,,www.quikappraisals.com,Chm,Robert McGuire,
RF Crossen Realty Group Inc.,174 Merrow Rd Ste 3,Tolland,CT,(860) 982-6352,,www.crossenhomes.com,Owner,Ray Crossen,
RG Hill & Co.,1375 Locust St Ste 221,Walnut Creek,CA,(925) 939-2058,,www.rghill.com,Owner,Jason Hill,
RGB Property Management,PO Box 4566,Springfield,MO,(417) 889-5122,,www.rgbpm.com,Owner,Ronald Bench,
"RHP Partner, LLC",1 Gaylord Dr,Nashville,TN,(615) 316-6000,,,,,
RIA Realty,4583 Borina Dr,San Jose,CA,(408) 725-0555,,www.riarealtyinc.com,Owner,Shefali Trivedi,
RIS Home Inspections,PO Box 161,Cuddebackville,NY,(305) 923-1344,,www.risinspections.net,Owner,Anthony Roussos,
RKL Appraisal and Consulting,4500 Executive Dr Ste 300,Naples,FL,(239) 596-0801,,www.rklac.com,Partner,Rachel Zucchi,
RKM Capital,23717 Hawthorne Blvd Ste 103,Torrance,CA,(310) 536-8888,admin@rkmcap.com,www.rkmcap.com,Pres,Richard F. Scandaliato,richard@rkmcap.com
RM Properties,20 Golf View Dr,Trabuco Canyon,CA,(949) 589-4149,,www.rmpropertiesandmgt.com,Pres,Roger J. O'Connor,
RMB Properties,2158 N Gilbert Rd Ste 114,Mesa,AZ,(480) 751-6000,,www.rmbprop.com,Mgr,Ryan Brown,
"RMB Properties, LLC",509 Madison Ave Ste 1012,New York,NY,(212) 689-8000,,www.rmbre.com,Owner,Rama M. Bassalali,
RML Properties Inc.,15 Sonrisa,Irvine,CA,(610) 519-1201,,www.rmlproperties.com,Pres,Richard Lombardi,
ROI Management LLC,355 Madison Ave Ste 200,Morristown,NJ,(973) 538-9700,,www.roi-management.com,VP,Sal Candarella,
"RPAI Chicago Brickyard, L.L.C.",2021 Spring Rd Ste 200,Oak Brook,IL,(630) 634-4200,,,,,
RPAI Pacific Property Services LLC,1851 E 1st St,Santa Ana,CA,(714) 569-0033,,,,,
RPM Real Property Managers,424 W Bakerview Rd Ste 109,Bellingham,WA,(360) 778-3518,,www.rpmnw.com,Owner,Laurie Bartlett,
RS Guy & Company Commercial Real Estate,5595 Kietzke Ln,Reno,NV,(775) 828-4702,,www.commercialguy.com,Owner,Scott Guy,
RSI Rentals,16525 Booker T Washington Ste 3,Moneta,VA,(540) 072-9797,,www.rsirentals.com,Mgr,Alicia Amos,
RVP Management Corp.,130 Madison Ave Ste 2,New York,NY,(212) 683-3200,,www.rvp-mgt.com,Owner,Ricardo Vonputtkmmer,
RW Francis Realty & Co.,8 Clayton Ter,Saint Louis,MO,(781) 894-4113,,www.rwfrancis.com,Pres,Rw Francis,
"Radiant Partners, LLC",145 W 45th St 10th Fl,New York,NY,(212) 905-1100,,www.radiantpartners.com,VP-Asset Mgmt,Donald Craven,
Raffordia Property Management Inc.,7512 Dr Phillips Blvd Ste 50-510,Orlando,FL,,,www.raffordia.com,Pres,Roy Cook,
Ragan's Five Rivers Realty,204 N Main St,Dickson,TN,(615) 446-2359,,www.ragans.biz,Owner,Alan Ragan,
"Rakow Commercial Realty Group, Inc.",6 Landmark Sq 4th Fl,Stamford,CT,(203) 769-9940,,www.rakowgroup.com,Owner & CEO,David  Richman,
Ral Home Inspections LLC,809 N 7th St,Perkasie,PA,(215) 622-4016,,www.ralhomeinspections.com,Owner,Robert Leibuy,
Ramblewood Apartments,155 Briarwood Rd,Fort Collins,CO,(970) 048-5559,,www.ramblewoodapartmenthomes.com,Mgr,Alisha Classi,
Ramcal Management Inc.,11500 W Olympic Blvd Ste 384,Los Angeles,CA,(818) 333-2200,,www.ramcal.net,Mgr,Valerie Garcia,
Ramona Mountain Valley Apartments,1551 Montecito Rd,Ramona,CA,(760) 789-9600,,www.ramonamountainvalleyapartments.com,Owner,Jim Nelson,
Rancho La Quinta Properties,79295 Rancho La Quinta Dr,La Quinta,CA,(760) 777-7755,,www.rancholaquinta.com,Dir-Membership,Kurt Dempster,
Rancho Las Brisas Apartments,40125 Los Alamos Rd,Murrieta,CA,(951) 677-7745,,www.rancholasbrisasapartments.com,Mgr,Letitia Alcala,
Rancho Verdugo Realty,336 S Via Montana,Burbank,CA,,,www.verdugoproperties.com,Owner,Lida Giamela,
"Randalls Properties, Inc.",9660 Westheimer Rd,Houston,TX,(713) 782-0982,info@randalls.com,www.randalls.com,Mgr,Liz  Lansord,LLansord@randalls.com
Rapid Homes Sales,1 Cross Is Plz,Rosedale,NY,(425) 760-3099,,www.rapidhomesale.com,Owner,Kurt Patrick,
Rapisarda Realty,785 Alamo Dr Ste 120,Vacaville,CA,(707) 448-4213,,www.raphomes.com,Mgr,Joe Rapisarda,
Rarexperience Property,431 Airport Blvd,Pensacola,FL,(850) 725-7273,,www.rarexperience.com,Mgr,Brunilda Kosta,
Raskin Real Estate Inc.,1300 25th Ave Ste 300,San Francisco,CA,(415) 664-0608,,www.raskinre.com,Owner,Richard Raskin,
Rasmussen Appraisal,3770 Old Stage Rd,Central Point,OR,(541) 665-2006,,www.rasmussenappraisal.com,Owner,David Rasmussan,
Ray Roberts Realty Inc.,3532 Katella Ave Ste 111,Los Alamitos,CA,(562) 430-0693,,www.rayrobertsrealty.com,Pres,Ray Roberts,
Re Excel Realty Inc.,21630 Park Villa,Katy,TX,(281) 646-7363,,www.re-excel.com,Owner,Mark Hunek,
Re/Max Bayview,542 Ocean St,Santa Cruz,CA,(831) 425-3755,,www.deborahwoodhomes.com,Owner,Deborah Wood,
Re/Max Homes,1930 10th St E,Glencoe,MN,(320) 864-6870,,www.teamjenkins.net,Office Mgr,Michaelee K. Jenkins,
Re/Max Preferred Homes,15050 Fairfield Vl Dr Ste 140,Cypress,TX,(281) 373-4300,,www.buyahomeincypress.com,Mgr,Rhonda Strain,
Re/Max Premier Realtors,601 S Harding St Ste A,Enid,OK,(580) 402-4000,,www.craigvickers.net,Mgr,Gary L. Young,
Re/Max Real Estate Executives,2530 Scottsville Rd,Bowling Green,KY,(270) 202-1262,,www.homesinbowlinggreen.com,Mgr,Michael E. Miller,
Re/Max Security Real Estate,2730 Hwy 35 N,Rockport,TX,(361) 729-2256,,www.remax-security-rockport-tx.com,Office Mgr,Larry Barnebey,
Re/Max Star Realty,3655 Torrance Blvd Ste 435,Torrance,CA,(310) 928-3001,,www.remaxstarrealty.com,Mgr,Alex Sedique,
Re/Max Suburban South,138 N 8th St,Midlothian,TX,(972) 723-2553,,www.suburbansouth.com,Mgr,Leisha Crowe,
Re/Max on The Water-Bolivar,2080 B Hwy 87,Crystal Beach,TX,(409) 684-3377,,www.remaxonthewater.com,Office Mgr,Neil C. Spiller,
Read Commercial Properties Inc.,6 Manhattan Sq Ste 102,Hampton,VA,(757) 865-6600,,www.readcompanies.com,Pres & Sec,F. Craig Read,
Read Realty Group,563 S Kensington Rd,Orange,CA,(714) 288-8128,,www.readrealtygroup.com,Owner,Anne Read,
Ready Home Inspection & Rental,145 Summer Ave,Newark,NJ,(832) 661-6154,,www.homereadyinspections.com,Owner,C. Obi,
Real Advantage Inc.,3815 N Town E,Mesquite,TX,(972) 681-9696,,www.arealadvantageconstruction.com,Pres,Calvin Wilkins,
Real Estate Consulting Center,250 Fulton Ave Ste 112,Hempstead,NY,(770) 723-1900,,www.ctrpartners.com,Owner,Bob Andy,
Real Estate Harmony,1045 Church St,Ventura,CA,(805) 643-1800,,www.harmony-re.com,Owner,Chris Weik,
Real Estate Professionals Plus,1177 N 2nd St Ste 101,El Cajon,CA,(619) 449-0538,,www.realestateproplus.com,Owner,Sharon Kitterman,
Real Estate Results,13805 Lyons Vly Rd,Jamul,CA,(619) 729-6622,,www.realestateresults.net,Owner,Vicki Beers,
Real Estate Signage Inc.,1805 Marion Ave,Novato,CA,(415) 898-7604,,www.realestatesignage.com,Pres,Donald Perrando,
Real Estate Strategies Ltd.,500 N Broadway Ste 165,Jericho,NY,(516) 942-8300,,www.resltd.com,Pres,David Reiner,
Real Office Center,23 Corporate Plz Dr Ste 150,Newport Beach,CA,(949) 644-6214,,www.realofficecenters.com,Pres,Ronda McElroy,
Realpro Training Consulti,48 S Service Rd,Melville,NY,(631) 465-0504,,www.realproconsulting.com,Owner,Joe Sabella,
"Realty Abstract Services, Inc.",2411 Kettle Rd,Altoona,PA,(814) 695-8020,,www.realtyabstractservices.com,Coord-Closing,Jennifer Nordick,
"Realty Capital Management, LLC",4707 Pin Oak Pkwy Ste 150,Irving,TX,(469) 533-4100,,www.realtycapital.com,Pres,Peter Nemeroff,
Realty Center,1262 E Hamilton Ave Ste 1,Campbell,CA,(408) 377-8484,,www.rizon.biz,Owner,Steve Hanliegh,
Realty Connection,225 Castenada Ave,San Francisco,CA,(250) 500-1000,,www.realtyconnection.com,Owner,Miro Briklen,
Realty Corner Inc Specialist,979 Pyramid Way Ste 115,Sparks,NV,(775) 685-7771,,www.realtycorner.com,Owner,Reed Smith,
Realty Counselors,605 Lithia Pinecrest Rd,Brandon,FL,(813) 849-1111,,www.homestampabayflorida.com,Owner,Richard Herman,
Realty Executives Big Bear,42672 Moonridge Rd,Big Bear Lake,CA,(909) 584-4442,,www.bigbearexecutives.com,Owner,Mark Dolan,
Realty Executives Broker Group,119 W Oaklawn Rd,Pleasanton,TX,(830) 569-8860,,www.rethebrokergroup.com,Mgr,Crystal Pilgrim,
Realty Management Concepts,5 Southside Ave Apt 5B,New Paltz,NY,(845) 255-0599,,www.realtymanagementconcepts.us,Owner,Jeffery Garfinkle,
Realty Plus Group Inc.,320 Northern Blvd Ste 1,Great Neck,NY,(205) 529-4615,,www.realtyplus.com,Owner,Young Kim,
Realty Property Management,913 W Oldfield St,Lancaster,CA,(661) 942-0693,,www.realtypropertymanagement.com,Owner,Laura Garity,
Realty Property Management LLC,1408 NW Weatherstone Dr,Blue Springs,MO,(717) 232-7368,,www.susqrealty.com,Principal,Michael Minor,
Realty Services,73004 Palm Greens Pkwy,Palm Desert,CA,(239) 275-8325,,www.realtyservicespm.com,Partner,Lela Buffington,
Realty Services Group,1035 Dairy Ashford St,Houston,TX,(281) 752-7000,,www.rsg3.com,Partner,Ted Carey,
Realty Zone,301 Georgia St Ste 250,Vallejo,CA,(707) 558-8008,,www.realtyzonehomes.com,Owner,Mon Acas,
"Realvest Partners, Inc.",2200 Lucien Way Ste 350,Orlando,FL,(407) 875-9989,,www.realvest.com,Pres & CEO,George D. Livingston,glivingston@realvest.com
Reape Jeffers & Associates Inc.,234 S Bryn Mawr Ave Ste 101,Bryn Mawr,PA,(610) 527-7540,,www.reapejeffers.com,Owner,Donald J. Reape,
"Reata Real Estate Services, L.P.",7330 San Pedro Ste 710,San Antonio,TX,(210) 930-4111,,www.reatarealestate.com,Dir-Property Mgmt,Karen  Waring,
Rebis LLC,720 Church St,Decatur,GA,(678) 461-0004,,www.propertyworks.com,Owner,Kimberly Finnegan,
Red Deer Apartments,101 Red Deer Ln,Coraopolis,PA,(937) 528-2192,,www.reddeerbyelon.com,Owner,Jeff Weisband,
Red Hawk Auction & Realty,942 N Ct St,Lewisburg,WV,(304) 793-4243,,www.auctioneerinvirginia.com,Owner,Bill Hoover,
Red Mountain Management,2135 E University Dr Ste 117,Mesa,AZ,(480) 641-6300,,www.rmmaz.com,Owner,David Henderson,
Red Rose Real Estate Services,32 Zita Mnr,Daly City,CA,(650) 991-9009,,www.9919009.com,Owner,Ah Soon Mah,
Red Rover Properties and Field,2200 Lovejoy Rd,Hampton,GA,(770) 365-6588,,www.redroverproperties.com,Supvr-Field Ops,Tim McKinleyl,
Red Storage,777 S 30th St,Heath,OH,(740) 522-2255,,www.divergentproperties.com,Mgr,T. J. Walser,
Red White & Blue Realty,3458 W White Mtn Blvd,Lakeside,AZ,(928) 368-6006,,www.redwhiteandbluerealty.com,Owner,Rik Broughton,
Redlands Village Green,1125 Pine Ave,Redlands,CA,(909) 792-2096,,www.redlandsvillagegreen.com,Mgr,Alma Comstock,
Redmond & Company,763 S New Ballas Rd Ste 305,Saint Louis,MO,(314) 984-0511,,www.redmondandcompany.com,Pres,Timothy Redmond,
Redmond Ridge Home Finding Center,10735 Cedar Park Cres NE,Redmond,WA,(425) 836-1070,,www.redmondridge.com,Mgr,Brian Jones,
Redoubt Realty,43335 K-Beach Ste 32B,Soldotna,AK,(907) 262-8855,,www.redoubtrealty.com,Owner,Dale Bagley,
Redstone Run Realty,8 Silk Mill Dr,Hawley,PA,(570) 390-4646,,www.redstonerun.com,Founder,Bruce Weidenbaum,
Redstone Vista,22715 Imperial Valley Dr,Houston,TX,(281) 821-1944,,www.redstone-vista.com,Mgr,Paola Rodriguez,
Redwood Shores,400 Redwood St,Vallejo,CA,(650) 802-7011,,www.redwoodshores.com,Mgr,Barbara Hawkins,
Ree Heights Real Estate Services,35031 213th St,Ree Heights,SD,(605) 943-5597,,www.reeheightsauction.net,Owner,Todd Waring,
Regency Towers Condominium,2511 S Ocean Blvd,Myrtle Beach,SC,(843) 946-0700,,www.regencymb.com,Mgr,Brian Barker,
Regent Property Group,7708 Menler Dr,Austin,TX,(512) 215-0565,,www.regentpg.com,CEO,Brian Talley,
Regional 1 Mudd Auction & Real,8784 Bardstown Rd,Springfield,KY,(502) 348-6093,,www.regional1muddauction.com,Owner,Frederick T. Mudd,
Regis Properties,9435 Clublands Dr,Johns Creek,GA,(770) 044-5544,,www.regisproperties.com,Owner,J. W. Nay,
Reid Realty & Investments LLC,101 Hidden Glen Way,Dothan,AL,(334) 469-7343,,www.reidrealty.net,Owner,Darrell Reid,
Reilly Realty & Management,1688 N Goldenrod Rd,Orlando,FL,(407) 658-1119,,www.reillyrealty.com,Owner,Terry Reilly,
"Related California, LLC",18201 Von Karman Ave Ste 900,Irvine,CA,(949) 660-7272,,www.relatedcalifornia.com,Chm & CEO,William A. Witte,
Reliable Property Management Inc.,1809 E 17th St,Idaho Falls,ID,(208) 535-0799,,www.rpmiidaho.com,Owner,Risa Trane,
Rely Mechanical Co.,78 Route 31 N,Pennington,NJ,(609) 737-7443,,www.relymechanical.com,Owner,Robert Ely,
Remax Port Side Properties,612 E Hwy 54,Camdenton,MO,(573) 346-6600,,www.phyllismorrisandassociates.com,Owner,Cynthia Stauch,
Remington Ranch Apartments,12511 Jones Malt,San Antonio,TX,(210) 495-0885,,www.remingtonranch-sa.com,Mgr,Samantha Walker,
Rems Inc.,15900 Hawthorne Blvd Ste 204,Lawndale,CA,(310) 793-9500,,www.wemanageproperty.com,CEO,Kelly Geonetta,
Renaissance At North Bend,12345 Lamplight Ln,Austin,TX,(512) 973-8000,,www.therenaissanceatnorthbend.com,Mgr,Marie Rodriguez,
Renee Walker Real Estate,242 Fort McKavit,Mason,TX,(325) 347-8511,,www.reneewalkerrealestate.com,Owner,Renee Walker,
"Renew Indianapolis, Inc.",202 E Market St,Indianapolis,IN,(317) 454-8528,,www.renewindianapolis.org,Exec Dir,Bruce R. Baird,
Renn & Co Inc.,209 S Washington Ave,Wellington,KS,(250) 500-1000,,www.rennandcompany.com,Owner,Greg Renn,
Reno Villas,5055 Jeffreys St,Las Vegas,NV,(702) 736-4597,,www.renovillas.com,Mgr,Mary Marine,
Renovations,2429 N 2nd St,Harrisburg,PA,(717) 236-7223,,www.renovations.net,Owner,Dave Leaman,
Rent To Own Inc.,3877 Holland Rd Ste 509,Virginia Beach,VA,(757) 746-9990,,www.rtobestway.com,Mgr,Patrick McGurn,
"RentPath, LLC",950 E Paces Ferry Rd NE Ste 2600,Atlanta,GA,(678) 421-3000,contact@rentpath.com,www.rentpath.com,Pres & CEO,Marc  Lefar,MLefar@primedia.com
Rental Company One,10 Railroad Ave,Oneonta,NY,(607) 431-9525,,www.rentalcompanyone.com,Pres,Erene Weinbreg,
Renz Development,1092 Main St,Branford,CT,(203) 488-8102,,www.renz.net,Principal,Gavin Renz,
Reo Sales,12 Unqua Rd,Massapequa,NY,(516) 541-0082,,www.reo-sales.com,Owner,Kevin Will,
Reo Team,10211 Cedar Lk Rd Ste 203,Hopkins,MN,(952) 545-5765,,www.thereohouse.com,VP,Duane Schroeder,
Repro Max,1065 Exectve Pkwy Dr Ste 210,Saint Louis,MO,(636) 537-0555,,www.repromax.com,Co-Chm,John  Bingham,
Rescue Team Realty,18014 E 131st St S,Broken Arrow,OK,(918) 409-0063,,www.rescueteamproperties.com,Mgr,Jessica Jansen,
Reserve on Baltimore,5401 Baltimore Dr Ste 19,La Mesa,CA,(619) 466-9966,,www.reserveonbaltimoreliving.com,Mgr,Jennifer Reed,
Residential Appraisal Group,PO Box 833,Bremerton,WA,(304) 725-6295,,www.resaprslgrp.com,Partner,Franz Kinzel,
