COMPANY,STREET,CITY,STATE,PHONE,WEBSITE,TITLE1,NAME1,EMAIL1
Interwest Appraisal Group Inc.,7256 Milan Hills Rd NE,Rio Rancho,NM,(505) 550-2727,www.interwestappraisalgroup.com,Pres,Bill Whalen,
Investment Club 360,2943 Thomas Ave,Dallas,TX,(214) 810-4339,www.investmentclub360.com,Mgr,Kamran Baluch,
Investment Realty Partners LLC,11400 SE 8th St Ste 235,Bellevue,WA,(617) 250-7260,www.lwrep.com,Principal,Steve Nordby,
Investors Realty Group,1200 Lk Hearn Dr NE Ste 200B,Atlanta,GA,(574) 269-1265,www.investors-realty.com,Pres,David Baker,
Irongate Apartments,3301 Arena Blvd,Sacramento,CA,(916) 515-0111,www.irongateapts.net,Mgr,Jennifer McCracken,
Ironwood Apartments,5643 Charlotte Way,Livermore,CA,,www.ironwoodapts.com,Mgr,Jennifer Mettler,
Ironwood Condominiums,212 Brookdale Dr,Vacaville,CA,(707) 474-5230,www.ironwoodvacaville.com,Mgr,Tina Martinelli,
Irvine Co Office Properties,111 Innovation Dr,Irvine,CA,(949) 720-2550,www.irvinecompanyoffice.com,Pres,Doug Holte,
Iskalo Development Corporation,Harbinger Sq 5166 Main St,Williamsville,NY,(716) 633-2096,www.iskalo.com,Founder,Paul B. Iskalo,
Island Breeze Realty,12220 Overseas Hwy,Marathon,FL,(305) 743-8328,www.islandbreezerealty.com,Owner,David Grego,
Island Reo Realty Inc.,1145 Bay Haven Ln,Southold,NY,(631) 765-3000,www.islandreorealty.com,Owner,Paul Davey,
Island Vacations of Sanibel,1101 Periwinkle Way Ste 108,Sanibel,FL,(239) 472-7277,www.sanibelislandvacations.com,Owner,Fran Peters,
Iten Funeral Home,300 3rd St N,Delano,MN,(763) 972-3733,www.itenfuneralservices.com,Owner,James Iten,
"Izenberg Appraisal Associates, Inc.",205 Main St,Chatham,NJ,(973) 515-4700,www.izenbergappraisal.com,Pres,Louis S. Izenberg,
Izumiya Inc.,119 E Main St,Port Jefferson,NY,(631) 751-6404,www.yosegi.net,Principal,Steven Sanborn,
J & J Real Estate Appraisal Service,24 Redwood Dr,Toms River,NJ,(856) 854-0500,www.polieroappraisers.com,Pres,John G. Rinaldi,
J & M Properties,28 Davis Ln,Penngrove,CA,(239) 234-4817,www.jandmofnaples.com,Owner,John Kalogiannis,
J Lowe Realtors Inc.,1506 Winding Way,Friendswood,TX,(281) 482-1122,www.jlowerealtors.com,Pres,Janis Lowe,
J. Gaut Associates,725 S Tyler St,Amarillo,TX,(806) 373-3111,www.gwamarillo.com,Partner,J. Gaut,
JC Realty,50 Simmons Ln,Beacon,NY,(306) 529-8998,www.jcrealty.com,Owner,Joseph Guarneri,
JD Callander,1701 Woodman Dr,McLean,VA,(703) 353-5699,www.newnovahome.com,Owner,Neal Callander,
JD Consolidated Real Estate,1565 Hotel Cir S Ste 380,San Diego,CA,(619) 785-5956,www.jdcrealestate.com,Owner,James Sanford,
JDS Building Corp.,9 Old Wood Rd,Stony Brook,NY,(631) 751-4698,www.jdsbuildingcorp.com,Pres,Joann Forman,
JEM Realty,1167 E 51st St,Brooklyn,NY,(407) 497-0039,www.jemrealty.net,Mgr,Jennifer Miller,
JHL Commercial Properties,194 Camino Oruga Ste 1,Napa,CA,(707) 261-5900,www.jhlcommercial.com,Owner,Lynn Hill,
JKW Properties Inc.,4005 Michael Ave,Los Angeles,CA,(310) 306-9465,www.jkwproperties.com,Owner,James K. Wood,
JLP Properties,466 State Route 31,Bridgeport,NY,(347) 810-0070,www.jlpmetro.com,Pres,John L. Petrangelo,
JMD Properties Inc.,139 Fulton St Ste 412,New York,NY,(516) 946-1288,,CEO,Marissa Julia Welner,
JMR Properties,868 W Ash St,San Diego,CA,(619) 255-2020,www.jmrpropertiesinc.com,Pres,Joe Werner,
JMT Properties,6035 University Ave Ste 27,San Diego,CA,(619) 287-2027,www.jmtproperties.com,Owner,Peggy Lusignan,
JN Saad Realty Inc.,2337 Roscomare Rd Ste 11,Los Angeles,CA,(310) 476-1013,www.jnsaadrealty.com,Owner,Jeffrey Saad,
"JPB Partners, LLC",8820 Columbia 100 Pkwy Ste 400,Columbia,MD,(410) 884-1960,www.jpbe.com,Chm & CEO,J. P. Bolduc,jp.bolduc@jpbpartners.com
JPM Developments,710 W 18th St,Merced,CA,(209) 726-5307,www.jpmdev.net,Owner,Maria Ornelas,
JS Property Management Co.,4601 Willis Ave Ste 108,Sherman Oaks,CA,(818) 981-8480,www.jspropertymanagement.com,Owner,Ken Shaffer,
"JTE Realty Associates, LLC",57 Irving Pl,Brooklyn,NY,(718) 230-0010,www.jterealtyassociates.com,Owner,Veda Dunbar,
Jabe Co. LLC,739 Washington Ave,Carnegie,PA,(412) 212-1270,www.jabecompanies.com,Mgr,Guido Rudock,
Jacaranda Trail Apartments,1650 SE Hargrave St,Arcadia,FL,(863) 491-5050,www.jacarandatrail.com,Mgr,Nilsa Garcia,
"Jackbilt, Inc.",1819 W Olive Ave,Burbank,CA,(818) 843-7850,www.jackbilt.com,Project Coord,Eugene Szabados,
Jackie Thomas Real Estate LLC,184 Thalia Vlg Shoppes,Virginia Beach,VA,(757) 431-0981,www.jackiethomasrealestate.com,Owner,Jackie Thomas,
Jackson & Cooksey Inc.,12770 Merit Dr Ste 760,Dallas,TX,(972) 934-9757,www.jacksoncooksey.com,Partner,Jim Cooksey,
Jackson-Brooks Funeral Home,126 Fairfield St SE,Aiken,SC,(803) 649-0813,www.jackson-brooksfuneralhome.com,Owner,Alicia Brooks,
"Jacob Lei Property Management, LLC",PO Box 870,Monsey,NY,(865) 297-3685,www.jacoblei.com,Sec,Roberta Riva,
Jacobs Home Improvements,28430 Johnson Cemetery Rd,Elkmont,AL,(910) 484-0980,www.jacobsconstructionandhomeimprovements.com,Owner,Curtis Dean,
Jacobsen Realty Inc.,26001 Mtn Hwy E,Spanaway,WA,(302) 539-9300,www.connorjacobsen.com,Owner,Dick Jacobsen,
Jade Realty Group,132 S Bumby Ave Ste A,Orlando,FL,(407) 851-4400,www.jaderealty.com,Owner,John Klotter,
Jaj Enterprises LLC,15510 Poppleton Cir,Omaha,NE,(402) 333-8696,www.jajenterprisesco.com,Owner,Rhonda Johnson,
James Buchanan Realty,595 Bay Isles Rd,Longboat Key,FL,(941) 383-1600,www.jamesbuchananrealty.com,Owner,James Buchanan,
James Center,1051 E Cary St Ste 610,Richmond,VA,(804) 200-6419,www.james-center.com,Mgr,Anne Paul,
James F. Windley Appraisers,443 Douglas Ave,Portsmouth,VA,(757) 393-1534,www.virginiacommercialappraiser.com,Owner,James Windley,
James Juneau Appraisal Services,212 Terry Pkwy,Terrytown,LA,(504) 365-1997,www.jamesjuneau.com,Owner,James Juneau,
James Millspaugh & Associates Inc.,110 Turner St,Clearwater,FL,(727) 461-2648,www.millspaugh-appraisals.com,Owner,James Millspaugh,
James River Properties Inc.,214 S Main St,Lexington,VA,(540) 463-2117,www.jamesriverrealtyva.com,Owner,Janie Harris,
James T. Kubeck Home Inspection,PO Box 3561,Redondo Beach,CA,(310) 408-0842,www.jtkhomeinspection.com,Owner,James Kubeck,
Janet E Jackson Slpc & Associates,321 N Hull St,Montgomery,AL,(334) 262-1435,www.janetjacksonslpc.com,Owner,Janet E. Jackson,
Janet Etessami Realty Inc.,558 Middle Neck Rd,Great Neck,NY,(516) 816-5080,www.janetetessamirealty.com,Mgr,George Clark,
Janie Boyd & Associates Real Estate,4114 Herschel St Ste 114,Jacksonville,FL,(904) 527-2525,www.janieboyd.com,Owner,Janie Boyd,
Jason Micare-Home Inspector,117 Halfmoon Dr,Guilderland,NY,(518) 857-5555,www.thehomeinspectionwebsite.com,Owner,Jason Micare,
Jasper Stone Partners,2637 S 158th Plz Ste 110,Omaha,NE,(402) 778-9070,www.jasperstone.com,Mgr-Property & Asset,Jeff Perdue,
Jav Estimating Services Inc.,3422 Snake River Dr,Reno,NV,(775) 322-9777,www.homeinspectionsnevada.com,Owner,James Viviano,
Jean Vel Dyke Properties,5504 Rainier Ave S,Seattle,WA,(206) 725-3103,www.veldyke.com,Mgr,Brian Lettich,
Jean Walker Realty,700 Wilmington Is Rd,Savannah,GA,(912) 289-4134,www.jeanwalkerrealtyllc.com,Mgr,Kim Williamson,
Jeans Realty,1484 Solano Ave,Albany,CA,(510) 524-8508,www.jeans-realty.com,Owner,Diane Sindel-Deutsch,
Jeff Smith & Associates,1179 Main St,Lillington,NC,(910) 089-4663,www.jeffsmithsells.com,Owner,Jeff Smith,
Jefferson on the Creek,675 E St Rd Ste 617,Warminster,PA,(215) 352-4828,www.jeffersononthecreek.com,Mgr,Karen Siloon,
Jem Property LLC,2033 11th St Ste 6,Boulder,CO,(303) 344-0978,www.jempropertygroup.com,Owner,James C. Ruger,
Jems Corp.,9854 Babbitt Ave,Northridge,CA,(818) 349-2127,www.jems.com,Pres,Eli Mizrahi,
Jenkins Olson & Bowen PC,15 S Public Sq,Cartersville,GA,(713) 706-3930,www.jenkinsorg.com,Owner,Ricky Jenkins,
Jennings Auction Group LLC,15 Hykes Mill Rd,York Haven,PA,(717) 268-0020,www.jenningsauction.com,Owner,B. J. Jennings,
"Jerome Haims Realty, Inc.",112 Madison Ave 11th Fl,New York,NY,(212) 687-0154,www.jeromehaimsrealty.com,Mng Dir,Eric P. Haims,ehaims@bbgres.com
Jerrico Realty,4509 Armour Rd,Columbus,GA,(706) 632-8840,www.jerricorealty.com,Owner,Jerry Lindsey,
Jerry Gerritsen Real Estate,56 St Joseph Ste 402,Mobile,AL,(251) 635-3180,www.jerrygerritsen.com,Mgr,R. Gable,
Jerry P. Lackey Appraisal Services,3154 N Hwy 16 Ste L,Denver,NC,(704) 483-5077,www.lackeyappraisalservice.com,Owner,Jerry P. Lackey,
Jet Apartments,12905 47th Ave SW Ste 10,Tacoma,WA,(253) 983-9633,www.ibizajetapartments.com,Mgr,Tammy Gordon,
Jeta Realty Inc.,8291 Dominica Pl,Wellington,FL,(561) 963-0053,www.jetarealty.com,Mgr,Constance Orell,
"Jevons Properties, LLC",303 W Martin Luther King Jr Blvd,Yakima,WA,(509) 452-7136,www.jevonsproperties.com,Mgr-Reg Property,Enrique  Jevons,
Jill Russell Realty,146 N Osborn St,Alba,TX,(903) 765-2523,www.jillrussellrealty.com,Owner,Jill Russell,
Jim & Terry Thoeming,3773 Cherry Creek N Ste 801etower,Denver,CO,(303) 320-1556,www.terrythoeming.com,Owner,Jim Thoeming,
Jim Bass Real Estate Group,50 Citizens Way Ste 400,Frederick,MD,(301) 169-0065,www.jbreg.com,Partner,Jim Bass,
Jim Crossman Realty,102 Woodmont Blvd Ste 209,Nashville,TN,(615) 385-2076,www.jimcrossmanrealty.com,Owner,Jim Crossman,
Jim Mink Properties,611 1st Ave,Gallipolis,OH,(740) 446-3481,www.jimminkproperties.com,Owner,Jamey Eachus,
Jim Mooney Realty Inc.,24707 Jamaica Ave Ste A,Bellerose,NY,(305) 522-3383,www.jimmooneykeysrealtor.com,Pres,James Mooney,
Jimenez Group,2853 Executive Park Dr Ste 201,Weston,FL,(954) 389-8974,www.thejimenezgroup.com,Mgr,Johanna Jimenez,
Joe & Sandy Garcia Realty,12 N Painted Mtn Dr,Las Vegas,NV,(702) 656-1912,www.joeandsandygarcia.com,Partner,Joe Garcia,
Joe Olla Realty,3575 Sagunto St,Santa Ynez,CA,(805) 686-5603,www.joeollarealty.com,Owner,Joe Olla,
Joe T. Lovell Real Estate,113 Trice St,Claude,TX,(806) 226-2000,www.joetlovellrealestate.com,Mgr,Jim Wood,
John Brazle Auction & Realty,7168 US Hwy 160,Winfield,KS,(620) 221-2850,www.winfieldlivestockauct.com,Owner,John Brazle,
John Child & Co Inc.,733 Bishop St Ste 2500,Honolulu,HI,(808) 853-2951,www.johnchild.com,Pres,Karen Char,
John Dermody Ventures,140 W Huffaker Ln Ste 501,Reno,NV,(775) 284-8855,www.johndermodyventures.com,Mng Partner,Gigi Turville,
John Dewitt Appraisals,4701 E Quail Hollow Dr,Lake Charles,LA,(337) 474-3594,www.johndewittappraiser.com,Owner,John Dewitt,
John G. Rawls Co. Inc.,3854 Northside Dr,Macon,GA,(478) 847-8500,www.jgrawls.com,Owner,John G. Rawls,
John Jones Real Estate Co.,239 John R Rice Blvd Ste A,Murfreesboro,TN,(615) 867-3020,www.johncjones.com,Owner,"John Jones, III",
John P Di Romualdo Inc.,4757 Horseshoe Pike,Honey Brook,PA,(610) 273-2030,www.johnpdiromualdoinc.com,Owner,John P. Diromualdo,
John Saar Properties,26135 Cml Rnch Blvd Ste E1059,Carmel,CA,(831) 622-7227,www.johnsaar.com,Owner,John Saar,
John Sener Real Estate,1250 Coast Vlg Rd,Santa Barbara,CA,(805) 331-7402,www.johnsener.com,Owner,John Sener,
Joseph Associates,690 E Tabor Ave Ste K,Fairfield,CA,(707) 422-4268,www.joassociates.com,Owner,Lisa Joseph,
Joseph H. Eason Properties,216 S Zetterower Ave,Statesboro,GA,(912) 489-4040,www.easonproperties.com,Owner,Joseph Eason,
Joyce D. Lopes Realty Corp.,10 Margaret St,Acushnet,MA,(508) 995-3651,www.joycedlopesrealty.com,Pres,Joyce D. Lopes,
Judy B. Cleaves Properties Inc.,441 E Central Ave,Winter Haven,FL,(863) 299-5878,www.jbcleaves.com,Owner,Judy B. Cleaves,
Judy Ivey Exclusives,7 San Carlos,Carmel,CA,(831) 624-0340,www.judyiveyexclusives.com,Owner,Judy Ivey,
Just For Buyers Realty,5 Silva Terra Dr Ste 140,Wilmington,NC,(910) 202-4813,www.justforbuyersrealty.com,Owner,Kathleen Baylies,
Just Managmnt Corp.,10326 68th Rd Ste B3,Forest Hills,NY,(718) 275-7400,www.justmanagementcorp.com,Pres,Judith Dix,
Justus Property Management Inc.,104 S Main St,Nappanee,IN,(574) 773-2910,www.justuspropertymanagement.com,VP,Mitchell L. Walters,
K. Backus & Associates,230 W 41st St Ste 1102,New York,NY,(212) 460-8601,www.kbackusre.com,Pres,Karen Backus,
"K. Hovnanian Homes at Creekside, LLC",110 Smoke Rise Rd,Richmond Hill,GA,(843) 706-7646,,,,
"K. Hovnanian at Amberley Woods, LLC",1835 Amberley Ct,Lake Forest,IL,(224) 706-6132,,,,
"K. Hovnanian at Seasons Landing, LLC",4090 Lafayette Center Dr Ste A,Chantilly,VA,(703) 631-7432,,,,
"K. Hovnanian of Houston II, L.L.C.",13111 NW Freeway Ste 200,Houston,TX,(713) 460-0264,,,,
"K2 Realty, Inc.",602 Brooks St,Sugar Land,TX,(281) 491-5880,www.k2realty.com,Pres,Melvin Knesek,
KDS Commercial Property LLC,430 Woodruff Rd Ste 400,Greenville,SC,(864) 424-4200,www.kdsproperties.com,Mgr,Mike Kiriakides,
KEN Williams Sales Team,237 Gunter Ave,Guntersville,AL,(972) 566-5212,www.discoverourlake.com,Owner,Ken Williams,
KJC Properties,906 Carnation St,Katy,TX,(317) 857-4001,www.kjcproperties.com,Owner,Kay Callender,
"KJK Properties, P.C.",13343 SE Stark St,Portland,OR,(503) 772-8825,www.kjkproperties.com,Mgr-Property,Sherry Kopp,
KJR LLC,388 Rotary St,Morgantown,WV,(304) 599-1136,www.kjr.com,Owner,Tammy Ray,
KLH Appraisals,3961 Starlite Dr,Rapid City,SD,(605) 348-3570,www.klhappraisals.net,Owner,Kristie Hankel,
KLM Properties Inc.,1533 Mileground Rd Ste A,Morgantown,WV,(304) 296-1533,www.klmproperties.com,Owner,Kathy L. Martin,
KLMR Properties,231 S Bemiston Ave Ste 800,Saint Louis,MO,(314) 395-9500,www.klmrproperties.com,Owner,Larry Lipsitz,
KLP Properties,1343 Locust St Ste 203,Walnut Creek,CA,(925) 933-1600,www.klppropertyservices.com,Owner,Gary L. Patterson,
KLS Realty,100 E 46th St,Brooklyn,NY,(416) 818-7396,www.klsrealty.com,Owner,Soele Davis,
KNB Printing,3643 El Cajon Blvd,San Diego,CA,(619) 269-7547,www.knbprintingsolutions.com,Owner,Kirston Berger,
KRC Home Inspection Co.,8589 SW 22nd Ct,Miramar,FL,,www.krchomeinspection.com,Pres,Kenneth Clarke,
"KRG Rivers Edge, LLC",30 S Meridian St Ste 1100,Indianapolis,IN,(317) 577-5600,www.kiterealty.com,CFO,Daniel R. Sink,
"KTR Capital Partners, LLC",1001 Conshohocken State Rd,West Conshohocken,PA,(484) 530-1280,www.ktrcapital.com,Chm,Jeffrey E. Kelter,
KVS Appraisal Group,11889 Ledgerock Ct,Fishers,IN,(317) 578-0554,www.kvsappraisal.com,Owner,Steve Kirchhofer,
Kahan Block Properties,38 Trumbull St Ste 1,New Haven,CT,(203) 562-4000,www.block-kahan.com,Owner,Kahan Block,
Kaldis Interests,2311 Dunlavy St,Houston,TX,(713) 526-1802,www.kaldis.com,Owner,Andrew Kaldis,
Kamehameha Realty,98-084 Kamehameha Hwy Ste 305,Aiea,HI,(808) 488-2477,www.kamehameharealty.biz,Owner,Stanley Shimabukuro,
Karchem Properties Inc.,1717 Rhode Is Ave NW Ste 600,Washington,DC,(202) 268-8913,www.karchem.com,Mgr,Gloria Artis,
Karen Bailey Realtor,16218 Mil Potrero Hwy,Pine Mountain Club,CA,(661) 242-7715,www.pinemountainsales.com,Mgr,Karen Bailey,
Karen L. Long & Associates,14074 Farmington Rd,Livonia,MI,(734) 427-4346,www.karenllong.com,Owner,Karen L. Long,
Karen Menn Inc.,5134 Graford Pl,Corpus Christi,TX,(361) 993-3550,www.karenmenn.com,Owner,Karen Menn,
Karin Inc.,10565 Sirocco Cir NW,Silverdale,WA,(360) 613-9699,www.karinherzog.com,CEO,Karin Kay,
Karlton Stone Inc.,9454 Wilshire Blvd,Beverly Hills,CA,(310) 777-0076,www.karltonstone.com,Mgr,Samira Kermani,
Kate Frank Apartments,201 S 33rd St,Muskogee,OK,(918) 456-9691,www.katefrankapartments.com,Mgr,Bea Edwards,
Kate Southard Real Estate,601 Griegos Rd NW Ste B,Albuquerque,NM,(505) 344-4734,www.katesouthard.com,Owner,Kate Southard,
Kathy Cleveland Properties LLC,7999 Gladys Ave,Beaumont,TX,(409) 860-3170,www.kathycleveland.com,Mgr,Rebecca Fuller,
Kauai Appraisals Inc.,3016 Umi St Ste 207,Lihue,HI,(808) 246-6644,www.kauaiappraisalsinc.com,Owner,Andrew Vea,
Keauhou Property Management Co.,76-6225 Kuakini Hwy Ste C105,Kailua Kona,HI,,www.kpmco.com,Owner,Kim Courtright,
Keg Realtors,2048 Watson Blvd,Warner Robins,GA,(478) 922-7701,www.pennyhilton.com,Owner,Kevin Greer,
Kelley Appraisals,1001 S Main St,Kalispell,MT,(406) 755-2015,www.kelleyappraisal.net,Owner,Jim Kelley,
Kelley Properties,5808 S Rapp St Ste 109,Littleton,CO,(303) 710-7500,www.kelley-properties.com,Owner,Jeff Kelley,
Kellogg Square Apartments,111 Kellogg Blvd E Ste 120,Saint Paul,MN,(651) 227-9224,www.kelloggsquare.com,Mgr,Marsha Liderging,
Kelly-Rielly-Nell-Barna Associates,3535 Blvd of the Allies,Pittsburgh,PA,(412) 683-2211,www.kelly-rielly-nell-barna-associates.sbcontract.com,Pres,Bill Rielly,
Kennedy Appraisal Services,34 S Main St,Dry Ridge,KY,(859) 982-5151,www.kennedyappraisalservices.net,Owner,Rick Kennedy,
Kennedy Land & Homes,1300 N Bridge St Ste 102,Elkin,NC,(336) 652-1900,www.kennedylandandhomes.com,Owner,Terry Kennedy,
Kenneth Fuchs,41 Bank St,New York,NY,(212) 779-7920,www.kennethfuchs.com,Principal,Kenneth Fuchs,
Kenny & Bogue Real Estate,200 River St W,Ketchum,ID,(208) 726-1918,www.kenny-bogue.com,Owner,Patrick Kenny,
Kensington Manor Apartments,170 Kensington Dr,Spartanburg,SC,(864) 457-8507,www.kensingtonmanorapts.net,Mgr,Candie Sopher,
